LEI,Date,Total_Capital,CET1_Capital,Tier1_Capital,RWA_Total,Net_Income,Leverage_Exposure,Total_Assets,Loans_Gross,Provisions_Stock,NPL_Amount,NPL_Ratio,RWA_Final,CVA_Charge,RWA_CVA_Addon,AT1_Capital,Tier2_Capital,CET1_Ratio_Pct,Tier1_Ratio_Pct,TCR_Pct,CAR_Pct,Leverage_Ratio_Pct,P2R_Pct,P2G_Pct,CBR_Pct,SREP_Requirement_Pct,Capital_Buffer_Pct,LTD_Ratio_Pct,LCR_Ratio_Pct,NSFR_Ratio_Pct,Texas_Ratio_Pct,NPL_Ratio_Pct,Risk_Exposure_Amount,MREL_Ratio_Pct,TLAC_Ratio_Pct,ROA_Pct,ROE_Pct
549300RG3H390KEL8896,202506,3833.22861239978,3439.50386440891,3439.50386440891,18457.5130533994,389.587737520921,42280.9757102995,41034.8838712218,50421.30010731507,2184.251832037018,0.0,0.0,18486.152866179185,2.29118502238283,28.639812779785373,0.0,393.7247479908701,18.605839134336904,18.605839134336904,20.735675184276737,20.735675184276737,8.134873442788262,2.0,1.0,2.5,12.5,8.235675184276737,204.79039356510387,250.0,41.012767734937825,0.0,0.0,18486.152866179185,54.032124830889806,54.032124830889806,0.9494062143408258,11.326858549346998
549300TK038P6EV4YU51,202506,607.15645,481.72945,531.82045,2724.36582,31.863,5351.46445,5081.178,7904.004,85.38,30.683,0.003881956537471388,2727.990734926179,0.28999319409432134,3.6249149261790166,50.091000000000065,75.3359999999999,17.658764153135433,19.494950741260176,22.25654369813796,22.25654369813796,9.937848881720592,2.0,1.0,2.5,12.5,9.75654369813796,259.25759735242497,250.0,36.191762831558215,5.410419452541305,0.38819565374713877,2727.990734926179,50.195667179824746,50.195667179824746,0.6270789962485077,5.991307780661687
549300TRUWO2CD2G5692,202506,58593.741198,46096.307198,51055.878198,287742.531981,6149.009783,896715.764,816816.11412,1061243.332021,16981.427554,0.0,0.0,288349.93924079475,48.59258078358152,607.407259794769,4959.570999999996,7537.863000000005,15.986237874496648,17.706221243682783,20.320358434017095,20.320358434017095,5.693652353144089,2.0,1.0,2.5,12.5,7.820358434017095,216.5406455781329,249.99999999999994,38.129555924092905,0.0,0.0,288349.93924079475,62.81123512384508,62.81123512384508,0.7528022129711116,12.043686251274538
549300U4LIZV0REEQQ46,202506,5954.19195,5954.19195,5954.19195,30254.29362,332.647,71740.96244,67572.058,105791.054,1288.317,0.0,0.0,30302.88870794218,3.887607035374464,48.5950879421808,0.0,0.0,19.648925247312967,19.648925247312967,19.648925247312967,19.648925247312967,8.299570771690918,2.0,1.0,2.5,12.5,7.148925247312967,260.9339252821534,250.0,34.308983647887345,0.0,0.0,30302.88870794218,53.097250249224324,53.097250249224324,0.49228484353695423,5.586769838684828
549300ZK53CNGEEI6A29,202506,46071.63974734,25495.6329214,25495.6329214,137670.16731059,,458865.97319469,,,,,0.0,137980.98879336173,24.865718621736782,310.8214827717098,0.0,20576.00682594,18.477641843530982,18.477641843530982,33.38984605794948,33.38984605794948,5.556226525993154,2.0,1.0,2.5,12.5,20.889846057949477,,,,0.0,,137980.98879336173,,,,
5UMCZOEYKCVFAW8ZLO05,202506,8250.95399999999,7207.094,7207.094,38074.12209899,612.35,80139.6340664299,77801.977,84867.5399999998,1669.663,346.153,0.004078744358561598,38128.40618485475,4.342726869179537,54.28408586474421,0.0,1043.8599999999906,18.902164347123378,18.902164347123378,21.639913192273454,21.639913192273454,8.993170587759167,2.0,1.0,2.5,12.5,9.139913192273454,181.80244957014355,249.99999999999994,45.26724332454462,3.89954349319239,0.40787443585615984,38128.40618485475,52.24779250781547,52.24779250781547,0.7870622619268403,8.4964897086121
635400AKJBGNS5WNQL34,202506,12293.4913384405,9330.01559668835,10639.4069339783,55731.0051681287,928.92512072,148957.068311673,144453.7157715,173046.42969949,2506.37514088,0.0,0.0,55831.90403521972,8.071909367281338,100.89886709101671,1309.3913372899497,1654.0844044622008,16.710903484149163,19.05614203532586,22.018757108275505,22.018757108275505,7.142599578904671,2.0,1.0,2.5,12.5,9.518757108275505,199.65614219438353,250.0,41.172721011466,0.0,0.0,55831.90403521972,60.82821155936573,60.82821155936573,0.6430607310852382,8.730985913823442
635400C8EK6DRI12LJ39,202506,11154.8693216818,7969.59335216185,9469.19335216185,52152.6727520498,612.392164240001,140957.430549915,137266.1330237,184937.22216731,2224.09594071,0.0,0.0,52248.15291429889,7.638412979927078,95.48016224908847,1499.6000000000004,1685.675969519949,15.253349463346849,18.123498772662625,21.349786929269644,21.349786929269644,6.717768134123782,2.0,1.0,2.5,12.5,8.849786929269644,224.5482529612497,250.0,37.76233999897273,0.0,0.0,52248.15291429889,60.75772540190434,60.75772540190434,0.44613492836886937,6.467205193356726
635400L14KNHZXPUZM19,202506,2660.942907,2124.497907,2344.497907,10300.363131,221.718,26832.163487,26050.664,25994.456003,281.927725,18.680731,0.0007186428905395856,10318.538400748022,1.4540215798417857,18.17526974802232,220.0,316.44500000000016,20.58913602381892,22.721220932123877,25.78798279034461,25.78798279034461,8.73764021352916,2.0,1.0,2.5,12.5,13.28798279034461,166.3070597292005,250.0,47.6309975629969,0.7762854065211354,0.07186428905395856,10318.538400748022,63.657683403337685,63.657683403337685,0.8511030659333674,9.456950221111885
6TJCK1B7E7UTXP528Y04,202506,4679.91413582744,4679.91413582744,4679.91413582744,19208.2607326221,,57332.1680730646,,,,,0.0,19247.095753155267,3.1068016426532505,38.83502053316563,0.0,0.0,24.31491065378131,24.31491065378131,24.31491065378131,24.31491065378131,8.162806837975007,2.0,1.0,2.5,12.5,11.814910653781311,,,,0.0,,19247.095753155267,,,,
724500A1FNICHSDF2I11,202506,4898.03217383,3585.54003983,3883.14003983,17931.24787089,137.767804,75393.68956721,75684.869868,135618.76532399998,259.301896,0.0,0.0,17982.31720213668,4.085546499734468,51.06933124668085,297.60000000000036,1014.8921339999997,19.93925476636549,21.59421389457306,27.23804790434911,27.23804790434911,5.150484161367855,2.0,1.0,2.5,12.5,14.73804790434911,298.64790140250653,250.0,29.89050711659022,0.0,0.0,17982.31720213668,90.37079299267984,90.37079299267984,0.18202819697024944,3.547845367071319
724500JIWG886A9RRT57,202506,2025.32281997,1641.0949996,1891.0949996,6535.503423,62.25654875,30964.003553,40677.18254396,13748.34240449,5.6114780600000005,0.0,0.0,6556.477472197605,1.6779239358083344,20.97404919760418,250.0,134.22782037000002,25.030132514890447,28.843155606331116,30.890410720669355,30.890410720669355,6.107398212776584,2.0,1.0,2.5,12.5,18.390410720669355,56.33109909399497,249.99999999999994,74.91409643703038,0.0,0.0,6556.477472197605,123.95223252158938,123.95223252158938,0.15305029713579374,3.2920899670914663
7437003B5WFBOIEFY714,202506,16605.3698705099,16057.61403286,16057.61403286,77301.65192143,836.00929526,152229.14222568,144757.11929724,219386.2371266699,1328.61740327,0.0,0.0,77404.76718922428,8.249221423542048,103.1152677942756,0.0,547.7558376499019,20.7449936430988,20.7449936430988,21.45264493841353,21.45264493841353,10.548318014598385,2.0,1.0,2.5,12.5,8.952644938413531,252.59118882688446,250.0,36.612595026210876,0.0,0.0,77404.76718922428,49.504622462620596,49.504622462620596,0.5775255126094098,5.2063108102437035
7CUNS533WID6K7DGFI87,202506,40181.713957,29624.795723,34061.669819,241835.280629,2955.762,618281.257167,579897.271,826581.569,12215.951,0.0,0.0,242254.08504760757,33.50435348860644,418.8044186075805,4436.874096000003,6120.0441379999975,12.22881162857508,14.060307718776437,16.586599127566217,16.586599127566217,5.509089823468451,2.0,1.0,2.5,12.5,4.086599127566217,237.56551672638128,250.0,35.59808001053935,0.0,0.0,242254.08504760757,52.49294540565101,52.49294540565101,0.5097044162499603,8.677677916868424
7LTWFZYICNSX8D621K86,202506,67200.3467966613,48521.5729430161,60192.5330924184,340805.06175363,3736.63461257998,1276035.04939135,1395879.86706988,1554867.340884024,11270.00815159394,0.0,0.0,341669.4080536164,69.14770399891242,864.3462999864053,11670.9601494023,7007.813704242893,14.201322037998166,17.61718540600881,19.668236374886654,19.668236374886654,4.7171535861126515,2.0,1.0,2.5,12.5,7.1682363748866536,185.64961278364137,249.99999999999994,40.65085929241628,0.0,0.0,341669.4080536164,80.95027542347036,80.95027542347036,0.2676902719733057,6.20780422522313
7LVZJ6XRIE7VNZ4UBX81,202506,3446.367994,3446.367994,3446.367994,15361.616966,477.288094,41268.173531,40364.02581,39513.823843,344.218199,0.0,0.0,15389.570738206909,2.2363017765526627,27.953772206908283,0.0,0.0,22.394178841154268,22.394178841154268,22.394178841154268,22.394178841154268,8.351152229722846,2.0,1.0,2.5,12.5,9.894178841154268,163.1561068305309,250.0,46.94722445234984,0.0,0.0,15389.570738206909,61.736431945515,61.736431945515,1.182459094260499,13.849017134297354
7V6Z97IO7R1SEAO84Q32,202506,2468.15209615953,1977.43868908699,2185.64265571,10459.6129252608,180.337758925176,31341.7951788415,30201.2639073894,49929.06743267556,147.4413258692803,0.0,0.0,10480.842878709716,1.6983962759132685,21.229953448915854,208.20396662300982,282.5094404495303,18.86717234454363,20.853691644875337,23.549175621869274,23.549175621869274,6.9735720090006295,2.0,1.0,2.5,12.5,11.049175621869274,275.535198271726,250.0,32.63247113918252,0.0,0.0,10480.842878709716,66.77269913552503,66.77269913552503,0.5971199068958581,8.25101754186774
815600AD83B2B6317788,202506,4174.323229,3573.698839,3642.08392,22577.295054,368.404214,56006.483635,54812.319,81278.135708,823.169721,0.0,0.0,22615.232097287524,3.0349634630021662,37.937043287527075,68.3850809999999,532.2393089999996,15.802176266095586,16.104561316604098,18.458016309727235,18.458016309727235,6.502968377261166,2.0,1.0,2.5,12.5,5.958016309727235,247.14071943085156,250.0,35.00059516586731,0.0,0.0,22615.232097287524,54.81337103096456,54.81337103096456,0.6721193715595211,10.11520388031037
815600E4E6DCD2D25E30,202506,12361.760248,9098.563274,10488.420844,64279.766407,1222.843,214804.280089,194217.112,227327.003,3219.4210000000003,0.0,0.0,64425.26811935871,11.64013698869668,145.5017123587085,1389.8575700000001,1873.3394040000003,14.122662644016277,16.27998012296732,19.18775134175266,19.18775134175266,4.882780193976733,2.0,1.0,2.5,12.5,6.687751341752659,195.07979211086888,249.99999999999994,40.380385268637276,0.0,0.0,64425.26811935871,64.40691402498277,64.40691402498277,0.6296268065194998,11.658981062907472
851WYGNLUQLFZBSYGB56,202506,35396.89899753,25641.98985626,29099.86572994,176124.48555388,1405.9095536,672701.33486831,599092.10201461,778986.41040264,5968.023408929999,0.0,0.0,176580.152433929,36.453350403920716,455.66688004900897,3457.875873680001,6297.033267589999,14.521445079086373,16.479692269394942,20.045797055688045,20.045797055688045,4.325822504222721,2.0,1.0,2.5,12.5,7.545797055688045,216.71303621571334,250.0,37.32062169470014,0.0,0.0,176580.152433929,70.93702920354556,70.93702920354556,0.23467335804832795,4.8313266000863395
8IBZUGJ7JPLH368JE346,202506,13371.2560923913,13351.0308673894,13351.0308673894,56582.8042149181,,150614.863962127,,,,,0.0,56684.8260210203,8.161744488176296,102.0218061022037,0.0,20.22522500190098,23.553094901338266,23.553094901338266,23.58877504084227,23.58877504084227,8.86435144325901,2.0,1.0,2.5,12.5,11.088775040842268,,,,0.0,,56684.8260210203,,,,
95980020140005881190,202506,4517.673297,3917.673297,3917.673297,27794.865506,177.623015,63169.335721,64539.953014,87584.394543,1069.832664,0.0,0.0,27837.6544416402,3.4231148512159693,42.78893564019962,0.0,600.0000000000005,14.073288053823438,14.073288053823438,16.228642059161285,16.228642059161285,6.201859260168869,2.0,1.0,2.5,12.5,3.7286420591612845,226.17616544179288,249.99999999999994,36.89136147022005,0.0,0.0,27837.6544416402,51.00525361742155,51.00525361742155,0.27521404448724973,4.53389043787844
96950001WI712W7PQG45,202506,7416.15105474,6131.32205473999,6131.32205473999,48168.01283616,458.783669,75777.87014035,73168.971887,130815.75410063,2036.92068501,0.0,0.0,48219.342399331406,4.106365053712502,51.32956317140628,0.0,1284.8290000000106,12.715482521439373,12.715482521439373,15.380033583458472,15.380033583458472,8.091177600246645,2.0,1.0,2.5,12.5,2.880033583458472,297.9763842672228,250.0,31.755359360220776,0.0,0.0,48219.342399331406,38.14132653547969,38.14132653547969,0.6270194280008907,7.482622261626666
9695000CG7B84NLR5984,202506,81117.82906275,72919.85833372,72919.85833372,369018.98156988,2045.906258,961143.26954473,988217.604762,1599059.8551029998,24870.663599,0.0,0.0,369670.0300102689,52.083875231112756,651.0484403889094,0.0,8197.97072903,19.72566137744366,19.72566137744366,21.943306862202665,21.943306862202665,7.586783432220293,2.0,1.0,2.5,12.5,9.443306862202665,269.6875410499144,250.0,33.17067528042277,0.0,0.0,369670.0300102689,62.041943127139355,62.041943127139355,0.20702993431216307,2.8056914875462957
96950066U5XAAIRCPA78,202506,21168.0590278,17516.14696096,19004.14696096,96061.17637745,839.715,268176.62261014,317493.2204452,418004.6266008,3370.70700069,0.0,0.0,96242.8308481532,14.532357656256485,181.65447070320604,1488.0,2163.912066840003,18.19994986285892,19.74603904881365,21.99442684847647,21.99442684847647,7.0864293747882545,2.0,1.0,2.5,12.5,9.494426848476468,219.42968630671834,250.0,37.46993379417127,0.0,0.0,96242.8308481532,71.47757551221287,71.47757551221287,0.26448281283692376,4.41858822563842
969500STN7T9MRUMJ267,202506,23635.31676779,23635.31676779,23635.31676779,94430.28252839,443.11803,118875.78072047,103166.698368,135647.44450908,2496.94576022,0.0,0.0,94510.80527051432,6.441819369945592,80.5227421243199,0.0,0.0,25.00805775608368,25.00805775608368,25.00805775608368,25.00805775608368,19.88236512479121,2.0,1.0,2.5,12.5,12.50805775608368,219.13958453469778,250.0,47.545293407312315,0.0,0.0,94510.80527051432,41.38185195972689,41.38185195972689,0.42951653683767127,1.8748131635107905
9CZ7TVMR36CYD5TZBS50,202506,2112.16468192,1523.22203304999,1823.22203305,10986.9376089,91.27596363,31763.29449774,30115.98828611,39158.39179099,447.32571359,0.0,0.0,11008.453072826791,1.7212371141432519,21.51546392679065,300.00000000001,288.9426488700001,13.836839953561716,16.562018486961005,19.186752833907757,19.186752833907757,5.740028110685196,2.0,1.0,2.5,12.5,6.686752833907757,216.7087651193486,250.0,38.00951548113633,0.0,0.0,11008.453072826791,60.22247522861208,60.22247522861208,0.303081415634957,5.006299944571636
9ZHRYM6F437SQJ6OUG95,202506,21433.53050771,17467.72398268,19147.61575805,96100.20954041,268.47900515,231137.51683127,203049.45870059,259206.94811154,4696.879512,0.0,0.0,96256.77487735466,12.52522695557287,156.56533694466088,1679.8917753700007,2285.914749659998,18.147007319678494,19.892226580878997,22.267035785293533,22.267035785293533,8.284079547340523,2.0,1.0,2.5,12.5,9.767035785293533,212.76174925584507,250.0,40.72704038822387,0.0,0.0,96256.77487735466,53.908880054328876,53.908880054328876,0.13222345278245248,1.4021537122037067
A5GWLFH3KM7YV2SFQL84,202506,13589.9493461399,11385.1206807799,11881.8206807799,70577.46201152,476.471009,187645.27011403,170146.657292,275337.404631,3427.6499270000004,0.0,0.0,70704.56705852506,10.168403760406042,127.10504700507552,496.6999999999989,1708.12866536,16.102383699423505,16.80488428837253,19.220751800786708,19.220751800786708,6.332065110705666,2.0,1.0,2.5,12.5,6.720751800786708,269.70595936977986,250.0,33.05101807185775,0.0,0.0,70704.56705852506,55.31742794997293,55.31742794997293,0.28003548032230596,4.0100841596670636
AT0000000000043000VB,202506,3487.41742786,2352.52646844,2352.52646844,16026.36211811,84.01341988,33201.47637151,32596.99973261,56516.96885122,1157.50680774,0.0,0.0,16048.851761532796,1.7991714738236413,22.489643422795517,0.0,1134.89095942,14.658534475835388,14.658534475835388,21.73001208858398,21.73001208858398,7.0856080076568215,2.0,1.0,2.5,12.5,9.23001208858398,288.9681530755549,250.0,32.77972954719139,0.0,0.0,16048.851761532796,52.196677445984655,52.196677445984655,0.2577335968621464,3.571199772120342
B81CK4ESI35472RHJ606,202506,18514.18781986,14266.08907382,15011.28907382,85693.56271762,474.07902465,349431.84288186,366481.86634518,491872.76873356,3613.60973309,0.0,0.0,85930.25693745074,18.935537586459276,236.69421983074093,745.2000000000007,3502.8987460399985,16.60193927292035,17.469154182498052,21.54559811608222,21.54559811608222,4.295913317463513,2.0,1.0,2.5,12.5,9.045598116082221,223.69127183966287,249.99999999999994,35.989122906682866,0.0,0.0,85930.25693745074,85.51873390199256,85.51873390199256,0.12935947673969683,3.158149991773882
BFXS5XCH7N0Y05NIXW11,202506,28763.17676943,20321.29938253,24541.66226124,139789.47648388,1225.144135,448941.370416614,414295.121539,655409.6552030001,2350.984275,0.0,0.0,140093.57535061214,24.327909338572873,304.0988667321609,4220.362878709999,4221.514508190001,14.505518423433688,17.518049774816287,20.531403169234856,20.531403169234856,5.466562869549209,2.0,1.0,2.5,12.5,8.031403169234856,263.66456386947925,250.0,33.03682572727402,0.0,0.0,140093.57535061214,64.8905167655019,64.8905167655019,0.2957177314685493,4.992099239076148
DG3RU1DBUFHT4ZF9WN62,202506,55265.54949814,46027.46908114,50927.14602614,231575.83935569,2693.893203,674686.44133058,635865.206173,1095781.263663,4262.6410670000005,0.0,0.0,232032.8508848743,36.560922334742564,457.01152918428204,4899.676944999999,4338.403471999998,19.83661748998509,21.948248203616682,23.817984947985067,23.817984947985067,7.548268781821707,2.0,1.0,2.5,12.5,11.317984947985067,287.2152916019307,249.99999999999994,31.907297478466777,0.0,0.0,232032.8508848743,64.92413890946605,64.92413890946605,0.4236579037267014,5.289699920779524
DIZES5CFO5K3I5R58746,202506,12191.92003176,9214.31823277,10068.11823277,56501.33325927,307.179996,191322.60085655,199986.557141,277683.498349,2990.843429,0.0,0.0,56630.92921530038,10.367676482429754,129.59595603037192,853.8000000000011,2123.80179899,16.270822959197538,17.778479661693115,21.52873032580582,21.52873032580582,5.2623778830598695,2.0,1.0,2.5,12.5,9.028730325805821,231.41846992013902,250.0,35.766662707463155,0.0,0.0,56630.92921530038,74.49975514707121,74.49975514707121,0.15360032213736424,3.051016971574507
DSNHHQ2B9X5N6OUJ1236,202506,7951.85903681,6921.0722716,6921.0722716,38411.60328301,205.68457849,118252.99841455,120837.12826458,188529.44296771,1470.34931672,0.0,0.0,38491.70417184583,6.408071106866097,80.10088883582621,0.0,1030.7867652100003,17.980685502260286,17.980685502260286,20.658630756666437,20.658630756666437,5.852766834154475,2.0,1.0,2.5,12.5,8.158630756666437,260.03244432582244,249.99999999999994,33.17368733014856,0.0,0.0,38491.70417184583,67.74817804915725,67.74817804915725,0.1702163742584494,2.97186000114474
DZZ47B9A52ZJ6LT6VV95,202506,3185.52857259,2700.67223739999,2998.42223739999,17667.70558578,-242.306067,40970.79026291,42356.24117,81304.70659799999,1652.448522,1791.486206,0.022034225089302133,17695.457919846496,2.2201867253196066,27.75233406649508,297.75,187.10633519000976,15.261951680668448,16.94458685941709,18.00195613484092,18.00195613484092,7.3184388637834,2.0,1.0,2.5,12.5,5.5019561348409205,319.9241495158386,249.99999999999994,28.861147038459013,41.15406635875015,2.2034225089302133,17695.457919846496,53.90628935005684,53.90628935005684,-0.572066973619038,-8.08111892907084
EQYXK86SF381Q21S3020,202506,15036.9935650143,13321.2905898184,13321.2905898184,55534.292618659,,99197.735454648,,,,,0.0,55601.486067340644,5.3754758945314265,67.19344868164283,0.0,1715.7029751958999,23.95851537796055,23.95851537796055,27.044229621493464,27.044229621493464,13.429026911515265,2.0,1.0,2.5,12.5,14.544229621493464,,,,0.0,,55601.486067340644,,,,
EV2XZWMLLXF2QRX0CD47,202506,1066.08940151617,1066.08940151617,1066.08940151617,302.298752343785,3.22057497869286,9152.362470013,59929.1849992374,105225.4748091328,0.32165953438299,0.0,0.0,308.49827691081276,0.495961965362222,6.199524567027774,0.0,0.0,345.57385933937576,345.57385933937576,345.57385933937576,345.57385933937576,11.648242789871233,2.0,1.0,2.5,12.5,333.07385933937576,292.6383720232243,250.0,27.995059217121554,0.0,0.0,308.49827691081276,3259.4889190609088,3259.4889190609088,0.00537396758980427,0.30209239244969754
F0HUI1NY1AZMJMD8LP67,202506,13382.63492948,10461.29163206,11902.63492948,67610.08248687,418.412,249203.6939728,257233.543,188001.926,962.960999999999,0.0,0.0,67778.88528811834,13.50422409986785,168.80280124834812,1441.3432974200005,1480.0,15.434440368251185,17.560977698118823,19.744548575256637,19.744548575256637,4.776267454036674,2.0,1.0,2.5,12.5,7.244548575256637,121.81014174085894,249.99999999999994,52.80132738014144,0.0,0.0,67778.88528811834,76.67235328313957,76.67235328313957,0.16265841348692225,3.51528886233159
F3JS33DEI6XQ4ZBPTN86,202506,19241.2920183914,15684.4582140582,16989.5482423182,88816.7927468712,1442.37379724577,344376.200855425,325811.513433992,399504.1269551872,1019.614471897006,0.0,0.0,89050.06243264883,18.661574862210333,233.26968577762915,1305.0900282599996,2251.743776073199,17.613079413527437,19.0786483223051,21.607275158222546,21.607275158222546,4.933426932557022,2.0,1.0,2.5,12.5,9.107275158222546,204.36362256635695,250.0,38.84290972114144,0.0,0.0,89050.06243264883,76.48845736071894,76.48845736071894,0.44270191131167275,8.489771338669568
FR9695005MSX1OYEMGDF,202506,86390.747845,73708.720199,73708.720199,451854.407158,1846.218059,1457183.02354,1486359.288298,2188520.694896,29333.580058999894,0.0,0.0,452841.45743957383,78.964022525906,987.050281573825,0.0,12682.027646000002,16.27693732277936,16.27693732277936,19.07748206921355,19.07748206921355,5.058302149302845,2.0,1.0,2.5,12.5,6.5774820692135485,245.40059191678017,250.0,34.14831261862511,0.0,0.0,452841.45743957383,68.31190828657253,68.31190828657253,0.12421075264474359,2.504748493822102
FR969500TJ5KRTCJQWXH,202506,139109.411450089,114107.248902859,122485.854111199,649013.18230942,5346.93992507,2190715.03458753,2187749.11120205,2898625.99624736,41333.96461567,0.0,0.0,650497.1042717309,118.71375698487346,1483.9219623109182,8378.605208339999,16623.55733889001,17.541546019733424,18.829577150589934,21.3850931136473,21.3850931136473,5.591135870132044,2.0,1.0,2.5,12.5,8.8850931136473,220.82254781145977,249.99999999999994,37.11643652812731,0.0,0.0,650497.1042717309,71.83302970326582,71.83302970326582,0.24440370688264823,4.365353014737336
H0YX5LBGKDVOWCXBZ594,202506,2673.31449818328,1981.78526802135,2493.1565504867,13648.7069301574,97.7450395191315,60924.3699436594,60445.5843134616,101499.4630865293,44.01242192616503,0.0,0.0,13689.975196076053,3.3014612734923166,41.26826591865396,511.37128246534985,180.15794769658032,14.476178660932765,18.211549069872028,19.527533541109193,19.527533541109193,4.092215566270572,2.0,1.0,2.5,12.5,7.027533541109193,279.8645653479239,250.0,30.313079514587553,0.0,0.0,13689.975196076053,85.75729303415824,85.75729303415824,0.16170749382161748,3.9205335701863673
J48C8PCSJVUBR8KCW529,202506,4627.789455,3961.858793,3961.858793,26461.108371,336.769839,62248.370174,56571.210957,81369.16993,1805.983472,210.850753,0.0025912855345751958,26503.273473334564,3.37320818676539,42.16510233456737,0.0,665.9306620000002,14.948563983939945,14.948563983939945,17.461199499209428,17.461199499209428,6.364598433542273,2.0,1.0,2.5,12.5,4.961199499209428,239.7249076385308,249.99999999999994,36.096931742030755,3.6556261997570423,0.25912855345751956,26503.273473334564,49.4786846301975,49.4786846301975,0.5953025104164379,8.500298889880199
J4CP7MHCXR8DAQMKIL78,202506,10016.183194,8996.382098,8996.382098,45864.03005,892.363189,130050.307781,125584.369564,183686.258455,3716.734903,0.0,0.0,45952.12206784561,7.0473614276484176,88.09201784560521,0.0,1019.8010959999992,19.577729369532424,19.577729369532424,21.79699814344089,21.79699814344089,6.917616921868099,2.0,1.0,2.5,12.5,9.296998143440891,243.77537201048773,250.0,35.551701912222796,0.0,0.0,45952.12206784561,62.791090661708715,62.791090661708715,0.7105686735523533,9.919133928275265
JEUVK5RWVJEN8W0C9M24,202506,10132.42478735,7932.0195981,8427.08506683,51720.40921333,694.031445,107100.42319075,101507.349952,119871.951004,2477.115814,318.061316,0.0026533422817935667,51792.95569593333,5.803718608266027,72.54648260332533,495.06546873000116,1705.33972052,15.314861821494393,16.27071665170806,19.563326037686583,19.563326037686583,7.868395675543724,2.0,1.0,2.5,12.5,7.063326037686583,196.8198215214368,250.0,42.54739079263751,3.0555978321722344,0.26533422817935665,51792.95569593333,48.96134414306288,48.96134414306288,0.6837253118401654,8.235723734791636
JLP5FSPH9WPSHY3NIM24,202506,2351.607199,2022.953237,2351.607199,5737.861715,,20654.565208,,,,,0.0,5751.852472560992,1.119260604879354,13.990757560991925,328.6539620000001,0.0,35.17046458772068,40.88434483009185,40.88434483009185,40.88434483009185,11.385411289554364,2.0,1.0,2.5,12.5,28.384344830091848,,,,0.0,,5751.852472560992,,,,
JU1U6S0DG9YLT7N8ZV32,202506,8394.31202587,6685.36335345,7174.65460734,40822.84655193,570.5839153,112221.92215571,105492.94671251,125336.15729085,2394.07130433,0.0,0.0,40898.8621780203,6.0812500872239985,76.01562609029997,489.29125389,1219.6574185299996,16.346086412748228,17.54243082878666,20.524561268555868,20.524561268555868,6.393273675516833,2.0,1.0,2.5,12.5,8.024561268555868,198.01664660484656,250.0,41.03440331454048,0.0,0.0,40898.8621780203,59.21498238100563,59.21498238100563,0.5408739949742408,7.952771896730281
K8MS7FD7N5Z2WQ51AZ71,202506,68602.576,51633.607,57122.643,387050.686,5785.426,824768.744,746954.769,1003357.484,20940.722,0.0,0.0,387609.3585948953,44.69380759162505,558.6725948953132,5489.035999999993,11479.933000000005,13.321042398763177,14.737168165152834,17.698895673904268,17.698895673904268,6.92589812787571,2.0,1.0,2.5,12.5,5.198895673904268,223.87734073538442,249.99999999999994,38.4853727602473,0.0,0.0,387609.3585948953,46.60511603869698,46.60511603869698,0.7745349839248433,10.128078282372195
LIU16F6VZJSD6UKHD557,202506,14902.2251302121,12010.8337677746,12599.3380477864,69180.8662079079,839.064570494176,267694.443117741,261751.072683232,465550.4237091974,1485.8429453604772,0.0,0.0,69362.19406527835,14.50622858963668,181.32785737045847,588.504280011799,2302.887082425701,17.316109920731357,18.1645609940321,21.484650725130283,21.484650725130283,4.706611725311306,2.0,1.0,2.5,12.5,8.984650725130283,296.4333115790773,249.99999999999994,29.671432535863364,0.0,0.0,69362.19406527835,78.08992602183415,78.08992602183415,0.3205582165883239,6.65959249058797
LOO0AWXR8GF142JCO404,202506,9019.813503,9018.816293,9019.813503,33033.73875,589.657712,93714.015621,90728.178918,111703.704343,3824.556987,457.04767,0.004091607101914711,33097.217698088076,5.078315847046113,63.478948088076415,0.9972099999995407,0.0,27.249469654124397,27.252482626420427,27.252482626420427,27.252482626420427,9.624828733706279,2.0,1.0,2.5,12.5,14.752482626420427,205.1984761425989,250.0,41.34566655295891,3.558626382927959,0.4091607101914711,33097.217698088076,68.37142791615142,68.37142791615142,0.6499168384421468,6.537360354555881
M312WZV08Y7LYUC71685,202506,18770.1941416588,15707.2760059211,17104.7850894899,79714.7241098102,1442.68353294756,256012.299107343,243394.191181088,355603.79150405846,1258.851657470953,0.0,0.0,79888.13884758718,13.873179022158908,173.41473777698636,1397.5090835687988,1665.4090521689031,19.661587104798972,21.410919488464845,23.495595732263965,23.495595732263965,6.681235686383199,2.0,1.0,2.5,12.5,10.995595732263965,243.50334038955847,250.0,35.42856509715071,0.0,0.0,79888.13884758718,69.19590769824471,69.19590769824471,0.5927354001123992,8.434385614315742
M6AD1Y1KW32H8THQ6F76,202506,7297.772304,5124.955764,6124.955764,36118.554226202,555.923284,83906.8482602,81249.260154,94641.94477,1341.3778109999998,297.94353,0.003148112929463421,36175.39010533543,4.546870330674241,56.835879133428016,1000.0,1172.8165399999998,14.166967513210402,16.931277717159006,20.173306446040694,20.173306446040694,7.299709011839125,2.0,1.0,2.5,12.5,7.673306446040694,194.13909039626017,249.99999999999994,42.266666487910435,4.6076115088139415,0.3148112929463421,36175.39010533543,53.86303028208721,53.86303028208721,0.6842195029792295,9.076364065639314
